Name,Description,Weight (kg),Regular price,Sale price,Categories,Size,Color,Brand
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.16,59.625,41.7375,Sweatshirts/Fleece,4XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.45,59.625,41.7375,Sweatshirts/Fleece,S,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.45,59.625,41.7375,Sweatshirts/Fleece,S,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.45,59.625,41.7375,Sweatshirts/Fleece,S,Carhartt Brown,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.45,59.625,41.7375,Sweatshirts/Fleece,S,Heather Grey,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.45,59.625,41.7375,Sweatshirts/Fleece,S,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.9,59.625,41.7375,Sweatshirts/Fleece,M,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.9,59.625,41.7375,Sweatshirts/Fleece,M,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.9,59.625,41.7375,Sweatshirts/Fleece,M,Carhartt Brown,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.9,59.625,41.7375,Sweatshirts/Fleece,M,Heather Grey,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,1.9,59.625,41.7375,Sweatshirts/Fleece,M,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2,59.625,41.7375,Sweatshirts/Fleece,L,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2,59.625,41.7375,Sweatshirts/Fleece,L,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2,59.625,41.7375,Sweatshirts/Fleece,L,Carhartt Brown,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2,59.625,41.7375,Sweatshirts/Fleece,L,Heather Grey,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2,59.625,41.7375,Sweatshirts/Fleece,L,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,59.625,41.7375,Sweatshirts/Fleece,XL,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,59.625,41.7375,Sweatshirts/Fleece,XL,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,59.625,41.7375,Sweatshirts/Fleece,XL,Carhartt Brown,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,59.625,41.7375,Sweatshirts/Fleece,XL,Heather Grey,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,59.625,41.7375,Sweatshirts/Fleece,XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.18,59.625,41.7375,Sweatshirts/Fleece,2XL,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.18,59.625,41.7375,Sweatshirts/Fleece,2XL,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.18,59.625,41.7375,Sweatshirts/Fleece,2XL,Carhartt Brown,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.18,59.625,41.7375,Sweatshirts/Fleece,2XL,Heather Grey,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.18,59.625,41.7375,Sweatshirts/Fleece,2XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,64.5,45.15,Sweatshirts/Fleece,3XL,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,64.5,45.15,Sweatshirts/Fleece,3XL,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,64.5,45.15,Sweatshirts/Fleece,3XL,Carhartt Brown,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,64.5,45.15,Sweatshirts/Fleece,3XL,Heather Grey,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.13,64.5,45.15,Sweatshirts/Fleece,3XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,4XL,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,4XL,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,4XL,Carhartt Brown,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,4XL,Heather Grey,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,4XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,5XL,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,5XL,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,5XL,Carhartt Brown,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,5XL,Heather Grey,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.57,64.5,45.15,Sweatshirts/Fleece,5XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.63,79.5,55.65,Sweatshirts/Fleece,S,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.63,79.5,55.65,Sweatshirts/Fleece,S,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.63,79.5,55.65,Sweatshirts/Fleece,S,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.8,79.5,55.65,Sweatshirts/Fleece,M,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.8,79.5,55.65,Sweatshirts/Fleece,M,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.8,79.5,55.65,Sweatshirts/Fleece,M,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.9,79.5,55.65,Sweatshirts/Fleece,L,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.9,79.5,55.65,Sweatshirts/Fleece,L,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.9,79.5,55.65,Sweatshirts/Fleece,L,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.16,79.5,55.65,Sweatshirts/Fleece,XL,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.16,79.5,55.65,Sweatshirts/Fleece,XL,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.16,79.5,55.65,Sweatshirts/Fleece,XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.28,79.5,55.65,Sweatshirts/Fleece,2XL,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.28,79.5,55.65,Sweatshirts/Fleece,2XL,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.28,79.5,55.65,Sweatshirts/Fleece,2XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.56,90,63,Sweatshirts/Fleece,3XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.56,90,63,Sweatshirts/Fleece,3XL,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.56,90,63,Sweatshirts/Fleece,3XL,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.6,90,63,Sweatshirts/Fleece,4XL,Carbon Heather,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.6,90,63,Sweatshirts/Fleece,4XL,Black,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,3.6,90,63,Sweatshirts/Fleece,4XL,New Navy,Carhartt
Hanes® Cool Dri® Performance T-Shirt. 4820,4-ounce 100% polyester interlock Wicks and dries quickly 40+ UPF rating Tear-away label Narrow ribbed collar Double-needle coverseamed neck Double-needle sleeves and hemDue to the nature of 100% polyester performance fabrics special care must be taken throughout the printing process.Given the extreme heat required for sublimation please consult with your decorator. It is highly recommended to sample test product by color before production. ,2.15,84,58.8,Outerwear,S,Black,Carhartt
Sport-Tek® Colorblock Raglan Jersey.  T200,Soft classic knit jerseys available in many team colors. 5.2-ounce 100% ring spun combed cotton Tag-free label Rib knit neck 3/4 raglan sleeves Curved hem ,2.15,84,58.8,Outerwear,S,Dark Khaki,Carhartt
Sport-Tek® Colorblock Raglan Jersey.  T200,Soft classic knit jerseys available in many team colors. 5.2-ounce 100% ring spun combed cotton Tag-free label Rib knit neck 3/4 raglan sleeves Curved hem ,2.15,84,58.8,Outerwear,S,Shadow Grey,Carhartt
Sport-Tek® Colorblock Raglan Jersey.  T200,Soft classic knit jerseys available in many team colors. 5.2-ounce 100% ring spun combed cotton Tag-free label Rib knit neck 3/4 raglan sleeves Curved hem ,2.3,84,58.8,Outerwear,M,Dark Khaki,Carhartt
